Customer Id,Cost
fffe3400310033003300,544.28125
fffe3600350035003400,35.11407
fffe3700360030003500,76.41958
fffe350038003600,22.453129
fffe3500390032003500,114.42211
fffe3900360034003300,32.733845
fffe3200380034003700,241.38301
fffe3900370035003200,546.56793
fffe3100380039003200,672.2171
fffe3300330036003800,71.46306
fffe3600370030003400,248.50073
fffe3500380034003200,91.505226
fffe370035003600,29.590996
fffe3100340039003800,309.59506
fffe340030003700,19254.465
fffe330038003700,57.769085
fffe3500300032003000,845.40204
fffe390038003700,566.0316
fffe3600390033003600,293.7314
fffe3300380036003100,1533.975
fffe3200330032003100,137.6929
fffe3900300037003900,3018.4915
fffe3100350030003700,19.472446
fffe3700360035003100,3585.0134
fffe350034003100,111.012024
fffe3400380039003700,68.7222
fffe3900320031003800,1708.096
fffe3300360034003600,728.823
fffe3500370037003500,28.265293
fffe34003500,322.57074
fffe3800370030003500,229.11581
fffe3300340035003800,14.941788
fffe3700380033003100,44.773655
fffe3200370034003600,41.919903
fffe3200370033003500,4068.962
fffe3100380039003700,23.972294
fffe3100310035003300,46663.266
fffe3100320031003700,73.25149
fffe3700390034003600,16.609797
fffe3200380033003000,104.03434
fffe3500320034003800,1470.1152
fffe3900390034003300,282.48044
fffe3900350033003200,447.03943
fffe3300350033003900,344.09067
fffe3600330030003800,403.7724
fffe3600310032003000,59.75856
fffe3700340036003800,237.6089
fffe3800320037003500,882.5444
fffe3200330037003000,60.27517
fffe3100320035003500,681.5139
fffe3300370033003000,59.829666
fffe3900360030003300,42.5687
fffe3400340034003000,1107.9763
fffe3800300035003300,3807.1926
fffe3700340035003900,1469.0851
fffe3600340034003900,964.6569
fffe310030003500,80.63576
fffe3700310035003200,69.69183
fffe3100330033003900,1.7177022
fffe3800330030003700,33.06648
fffe3900370033003100,46.91058
fffe3500330036003400,54764.29
fffe3700350036003200,1196.5576
fffe3500390037003700,6.440684
fffe3200340034003300,4597.596
fffe3300350032003200,82.685616
fffe360034003500,36.3764
fffe3900390030003600,1963.855
fffe3400350034003000,6405.701
fffe3600360036003300,65.29622
fffe3800350030003100,2195.8271
fffe3400300030003000,28.201714
fffe3200390037003600,52.505985
fffe3600350039003500,10316.334
fffe3300350038003600,198.48639
fffe3600350037003900,81.432724
fffe3200360035003900,67.99033
fffe3300360039003100,4085.0942
fffe3400370030003300,632.35486
fffe3400300031003600,789.70087
fffe3900340034003000,49.95432
fffe3700350038003900,60.032543
fffe3300330032003800,919.2478
fffe370039003600,176.99042
fffe3400340036003300,100.08131
fffe3900360034003400,25.601076
fffe3900380037003700,939.10077
fffe3600360039003700,352.6497
fffe3600340031003600,343.07047
fffe3500370035003900,27.416399
fffe3700330037003400,3600.705
fffe320037003400,210.88782
fffe3500310034003800,19.510458
fffe3700390039003200,8882.624
fffe3900390038003600,114.99058
fffe3700380033003500,122.33872
fffe3700320036003800,2281.8025
fffe3300360034003100,41582.527
fffe3700330038003400,16.04728
fffe3800380033003400,239.23164
fffe3200390030003300,4.6330795
fffe3900380035003200,143.34485
fffe3600340031003100,997.11444
fffe3200300036003200,22886.766
fffe370039003400,3.631812
fffe3500390030003300,2502.8965
fffe3700350030003700,299.9768
fffe3100370035003500,190.64644
fffe3900390038003100,56.68802
fffe3300320031003900,5177.1
fffe3500300030003500,98.17019
fffe3800380031003200,40.516644
fffe3400390034003200,9.97804
fffe3200370037003200,135.84558
fffe370039003800,5227.0273
fffe3900360035003200,1812.1025
fffe3600370039003800,11.2773075
fffe310037003900,20343.129
fffe3700360039003200,122.37391
fffe3700350035003200,52.02261
fffe3300350035003000,16.182934
fffe3400340034003900,528.0861
fffe3700340038003600,45.39084
fffe3200320033003500,653.4918
fffe3600310035003800,44.14601
fffe36003300,77066.21
fffe3500310038003000,60.96637
fffe3600360036003500,165.30656
fffe3400300039003500,3858.2097
fffe3300370034003400,653.10205
fffe380037003400,40.02274
fffe3500380036003000,4183.9277
fffe3800360031003700,42.66326
fffe370031003300,5047.4473
fffe3500350032003700,2729.4165
fffe3400370035003100,75.89118
fffe3800310033003400,1321.0658
fffe3800350031003600,9377.392
fffe3700300032003200,38.596127
fffe3400350036003400,4674.9146
fffe3300390034003200,105.38786
fffe3700330030003300,17.599297
fffe3100350038003600,4705.664
fffe3900330030003100,109.3475
fffe3400370033003200,9981.535
fffe3800350031003900,2309.9727
fffe3600360034003400,36.241913
fffe3300380033003000,3530.2036
fffe3700330038003800,368.50616
fffe3500340033003100,1395.9127
fffe3600380030003900,272349.5
fffe380036003000,1807.9966
fffe3800380034003300,5.530902
fffe310034003100,138.37291
fffe3500310036003700,32210.967
fffe3700300039003400,356.84216
fffe3800320037003400,769.1537
fffe3600310034003600,1049.4573
fffe3200320034003700,1768.8276
fffe3700330034003400,1035.4227
fffe3100300032003200,188.94061
fffe3400340038003100,28.470089
fffe350030003200,76.983345
fffe3200340038003900,39293.066
fffe340036003500,377.62354
fffe3700310037003100,441.0278
fffe3900360030003100,59.768135
fffe3800310038003800,275.47723
fffe3500350039003900,209.31096
fffe3100330039003800,131.65578
fffe360034003400,38.25745
fffe3300380030003500,12.151566
fffe320036003600,6.1578307
fffe3900330038003700,18.561848
fffe3400330031003500,1110.3124
fffe3800320033003000,10.580406
fffe3200380039003600,166.06468
fffe3200340032003500,590.7034
fffe3700370036003500,16028.127
fffe3200390030003500,930.6388
fffe3300390036003200,7575.08
fffe3300380031003000,3.0011435
fffe380038003100,7167.991
fffe3900370034003200,23875.041
fffe3800340036003900,82.332565
fffe330035003900,3140.5566
fffe3300370031003900,58.38051
fffe3300330034003700,1986.8881
fffe3400350030003500,646.6992
fffe3400340039003300,605.032
fffe3200310033003300,4230.854
fffe3200310037003600,23.680456
fffe3600330039003400,11350.066
fffe3900320030003400,1923.0391
fffe3100310035003900,1793.2482
fffe3700340034003800,262.74655
fffe3400350035003400,1461.4622
fffe3600330033003700,51041.965
fffe3400350030003900,42.47956
fffe3300310038003500,137.41368
fffe3100350035003700,120.054924
fffe3600300037003100,38.183758
fffe3600300033003300,122.70414
fffe3600390035003600,74.723236
fffe3800300032003800,50.83324
fffe320034003200,1577.7543
fffe3700340031003000,1969.8306
fffe3100320031003100,170.05063
fffe3600370035003300,3.3155882
fffe3500330039003500,1608.6304
fffe3500380031003100,8831.127
fffe3900320035003900,312.48663
fffe3600330036003100,653.4886
fffe3200350033003600,108888.31
fffe3600310030003200,8406.585
fffe3200300037003000,218.38269
fffe3500320034003300,25.147072
fffe3800390031003200,1503.5659
fffe3700370034003400,340.6252
fffe3100310036003500,30.858425
fffe3500320036003600,69.558426
fffe3900390037003300,649.68695
fffe3600300031003200,2364.9983
fffe3800330038003700,6142.4517
fffe320037003100,207.07826
fffe3400350032003000,913.7253
fffe3800330033003700,13536.148
fffe3400360035003800,18.938465
fffe3800340038003900,165.82097
fffe3500390038003800,444.90942
fffe3300310032003900,56.984108
fffe3700370037003700,71.63895
fffe3100310036003700,42.09312
fffe3300390032003600,76.31672
fffe3700370036003900,53.23168
fffe3300350038003000,894.0077
fffe310038003600,799.93756
fffe3200300031003700,5728.3057
fffe3800380031003300,4.5553575
fffe3900380038003400,6781.5356
fffe3500310036003500,138.26622
fffe3300300039003700,79.34127
fffe3900320035003100,156.52
fffe3800380034003100,226.30707
fffe3800300031003200,179.53151
fffe3800300037003600,218.74178
fffe3500380038003600,56.227127
fffe3100310033003400,467.60043
fffe370035003000,1448.6583
fffe3700370030003200,3619.3147
fffe3800340038003500,3011.716
fffe3100320032003900,24072.094
fffe3600340034003700,1.9425836
fffe3300320039003300,2277.6414
fffe350034003400,22.550554
fffe3100340039003700,43.75966
fffe330033003800,869.4107
fffe3400350036003200,85.41194
fffe3300380031003200,51.207226
fffe3100360030003100,27.502144
fffe3300370031003600,150.98526
fffe3700300034003700,2587.0632
fffe3900310031003600,290.32144
fffe3500360037003100,63.72004
fffe350039003400,6.6190276
fffe3600390038003200,966.38495
fffe3800360039003700,790.88654
fffe3600350033003300,0.063228905
fffe3900310031003500,803.43396
fffe3500300035003600,114.61405
fffe3800390031003300,44725.97
fffe3100350035003600,2608.5916
fffe3800390036003400,20.106028
fffe3500320033003600,37.65549
fffe3600370036003700,1816.7877
fffe3700380037003500,1291.7675
fffe3600390032003500,91051.914
fffe3700340036003900,42.0582
fffe3200390035003700,116.23595
fffe3900370032003500,53.142044
fffe3500300038003600,135.05428
fffe3600330033003400,91686.14
fffe330037003100,8606.361
fffe3400390037003200,4539.145
fffe3800320036003400,87251.71
fffe3800380038003500,8953.836
fffe3200300039003800,612.8995
fffe3900320039003500,406.06168
fffe3600340036003700,7389.931
fffe3600350037003800,653.8607
fffe3500300037003700,187317.53
fffe3100380032003600,23690.8
fffe380037003500,369.8282
fffe3100360034003900,2.8622746
fffe3700310036003500,1382.6886
fffe3400330035003200,43965.69
fffe3300330032003200,3627.8892
fffe3100300036003000,154.3258
fffe3100390034003500,6504.4
fffe3500370031003500,21.435123
fffe3500330039003600,59.66401
fffe3600350038003400,3393.333
fffe3200390032003100,5109.8
fffe3600310031003100,21.888393
fffe3700330031003900,3.551716
fffe3700370033003300,569.6774
fffe3300340038003000,862.0569
fffe3100330037003300,205.43025
fffe3800370030003700,333.2497
fffe3300300037003600,202.63933
fffe3800310036003800,54.448727
fffe3200300033003200,387.28397
fffe3800350030003600,84.817314
fffe3800320039003200,43.128613
fffe3100340030003100,50.907425
fffe3500310032003000,8430.34
fffe3200370033003900,25.300484
fffe3300380032003900,2822.1272
fffe320031003400,21264.11
fffe3300330038003200,61.553627
fffe3900310032003200,1209.0684
fffe3800360039003400,1584.4877
fffe3500340038003800,198.00545
fffe3200350033003700,2174.589
fffe3400330038003300,251.51382
fffe3500310037003100,139.8927
fffe3500370038003300,99.63805
fffe3700330032003000,708.7492
fffe3900380030003800,31.040785
fffe3100390037003700,112.12616
fffe3700300035003100,92.63269
fffe3700310038003000,485.18213
fffe3200380030003300,376.94876
fffe3300370036003800,1800.3876
fffe3600340032003000,68.64153
fffe3200310036003000,620.4391
fffe3700300033003300,45.60032
fffe320031003300,1460.7965
fffe3100360034003800,56.484707
fffe3400,1935.6466
fffe3700360030003400,1492.4513
fffe3400300036003800,33.059242
fffe3600310030003600,135.90341
fffe3300310036003300,585.63605
fffe3400390035003800,8.617505
fffe3700320035003000,94.36534
fffe3400340037003000,38.775246
fffe3700380033003800,187.01299
fffe350039003100,1075.7723
fffe3400330038003700,16459.967
fffe3700310030003500,16.457214
fffe3100320038003000,1487.4852
fffe3600360030003000,82.673904
fffe3900330034003600,6.485575
fffe320032003100,11.468084
fffe3700370035003200,418.77023
fffe3600340030003000,1606.1464
fffe3300340033003700,76.35507
fffe3300340033003900,227.12694
fffe3700330031003400,11.659903
fffe370033003700,984.5936
fffe3700380032003500,23.67239
fffe3700300034003800,86.19488
fffe3900350034003400,1384.3352
fffe3500350033003200,7202.2793
fffe3500370037003400,1503.1824
fffe3700320031003200,749.1888
fffe3100390033003100,9830.029
fffe3900340038003900,706.88477
fffe3500350038003600,42844.01
fffe3100350037003300,120.17787
fffe350031003400,93.93231
fffe3600360031003100,42.057003
fffe3600360030003300,3.069129
fffe3700350037003300,4.1491914
fffe3100310032003300,481.29108
fffe3600310033003000,1539.6975
fffe380033003300,12.061331
fffe3600330031003000,220.16017
fffe3900380034003400,711.34485
fffe3600380039003900,3407.2065
fffe3900340031003400,520.9744
fffe3500350031003500,224.30663
fffe3200390034003500,206.3519
fffe3300320036003100,21628.613
fffe3500370034003000,17.277569
fffe3700350031003700,4359.836
fffe3300390032003800,625.2594
fffe360038003500,508.93295
fffe3900300037003100,594.49084
fffe3900310031003700,531.8698
fffe3100320033003300,62312.844
fffe3200320035003800,181663.31
fffe3200360034003300,1057.4641
fffe3600330031003300,128.85417
fffe3900390035003600,95.13495
fffe390032003600,1140.1176
fffe3600370037003900,0.98432326
fffe3700300031003600,517.96796
fffe3900340030003300,2001.0403
fffe340032003700,10244.588
fffe3600350035003200,62.690414
fffe3700360036003000,309.55063
fffe3800300036003100,80.828476
fffe3400330037003400,623.5564
fffe390038003600,7136.659
fffe3300360035003000,8524.312
fffe380036003600,107.86454
fffe3400390036003200,226.20831
fffe3300300030003800,1546.0869
fffe3800330039003100,11.28116
fffe3400380030003000,127.99771
fffe3800310036003900,94.761444
fffe3500320038003700,30.91026
fffe37003200,802.26495
fffe3300370038003100,11652.578
fffe3800380039003000,12011.498
fffe3500340030003600,268.83807
fffe3700300039003300,7637.417
fffe3800310034003100,169.85085
fffe3500360038003000,1300.3547
fffe3800370036003100,48.04265
fffe3700320032003600,5.934017
fffe3800330033003400,23447.762
fffe3700320034003300,2847.8164
fffe3300330039003000,155.86797
fffe3400300039003400,163.03497
fffe3500360034003300,20644.87
fffe3700350038003000,82.2898
fffe3100310031003500,6240.629
fffe3400330035003600,1224.828
fffe3800300034003700,8.551725
fffe3200300038003700,5661.258
fffe3500320037003300,996.67535
fffe3200300031003800,34880.11
fffe3700360035003000,35.827698
fffe3500330030003500,18138.781
fffe3700300032003700,5297.15
fffe3200320031003800,122816.35
fffe3600390036003400,23257.9
fffe3800320036003600,8038.2427
fffe390030003000,707.64355
fffe380038003200,119.82404
fffe3600320032003300,10.918126
fffe3300350038003700,428.02884
fffe3800380035003100,178.53645
fffe3200310032003800,16.927559
fffe3500350038003100,89.53174
fffe3500350037003000,921.7184
fffe3900350037003300,12.377137
fffe3400340032003800,7329.996
fffe3700330036003100,234.82803
fffe3800380032003400,229.50005
fffe3400380033003300,129.74341
fffe3500390035003600,4780.9517
fffe3200380039003700,960.6869
fffe380036003300,8014.3257
fffe320035003600,612.64355
fffe3900370030003000,104.38336
fffe3500350036003900,9.047358
fffe3200340032003600,759.3451
fffe3500320031003200,182.81244
fffe3400300035003500,46.897358
fffe3800330032003800,1737.284
fffe3400380030003700,14.592928
fffe3100390035003600,23.900578
fffe3400350034003500,2485.1045
fffe3300390033003800,592.1061
fffe3100300038003900,13.192068
fffe3200390037003900,24.942696
fffe3700350030003800,16.736092
fffe3600370034003500,54.83698
fffe3500350039003800,188.33797
fffe3800300034003300,56.74441
fffe3800370030003600,8.646683
fffe3500360031003100,16586.373
fffe3800390031003100,4339.176
fffe3500360031003800,123.0211
fffe310038003300,2077.4402
fffe310035003900,60.72927
fffe350036003400,38767.176
fffe3800390038003100,15989.395
fffe3600300034003000,100.0642
fffe3300380030003400,2015.3915
fffe3800310033003900,597.104
fffe3400380032003200,2448.6138
fffe3800310030003300,394577.84
fffe3400330032003500,263.64398
fffe3900370032003900,61.21472
fffe3800330037003700,56.145676
fffe320036003800,51626.184
fffe3500380035003900,544.84607
fffe3200310036003700,1932.6309
fffe3400390030003800,4382.698
fffe3900340039003700,126245.31
fffe3300360038003800,27731.068
fffe3200390033003500,1313.2668
fffe3600360034003500,26.822357
fffe3600360031003300,10.839247
fffe3700310033003500,64.141174
fffe3900330037003100,60.486126
fffe310032003100,1464.3292
fffe3800360034003500,22.245031
fffe3100330034003300,535.8701
fffe3900340038003200,290.90985
fffe370032003200,1867.9114
fffe3300310030003500,333.16125
fffe320036003700,99.33337
fffe3500320037003900,1829.2421
fffe3400370031003400,9126.087
fffe3900340037003100,233.85631
fffe3300380035003200,35381.08
fffe390030003200,415.60928
fffe3200360033003200,74.47478
fffe3200340039003600,7096.121
fffe3300300033003400,32.28334
fffe38003800,11.769711
